price,model_year,model,condition,cylinders,fuel,odometer,transmission,paint_color,is_4wd,date_posted,days_listed
13200,2020,SUV,good,4.0,gas,42544.0,manual,black,False,2024-02-16,55
500,2005,SUV,salvage,6.0,gas,351474.0,automatic,blue,False,2024-10-12,40
14200,2016,pickup,excellent,8.0,diesel,72556.0,automatic,red,True,2023-08-30,13
8500,2020,sedan,good,4.0,gas,39539.0,manual,green,False,2023-10-19,4
32100,2023,pickup,like new,6.0,gas,5072.0,manual,blue,False,2022-06-14,15
24800,2021,SUV,like new,8.0,gas,19448.0,automatic,blue,False,2022-11-14,37
500,2006,sedan,salvage,6.0,gas,242239.0,automatic,white,False,2023-08-22,25
1100,2004,convertible,fair,4.0,gas,198567.0,automatic,silver,False,2022-04-24,46
81,2008,SUV,salvage,8.0,gas,242612.0,manual,silver,True,2022-08-01,21
500,2006,SUV,salvage,6.0,gas,249658.0,manual,black,True,2023-01-12,72
3100,2016,sedan,excellent,4.0,gas,451964.0,automatic,blue,False,2022-06-01,66
8800,2018,sedan,excellent,6.0,gas,47185.0,automatic,red,True,2023-03-29,8
5000,2016,sedan,good,6.0,gas,90115.0,automatic,black,False,2023-04-03,68
13400,2020,SUV,good,4.0,gas,62309.0,automatic,grey,True,2022-06-23,74
6400,2018,sedan,excellent,4.0,gas,112900.0,automatic,black,False,2022-04-13,9
2900,2013,SUV,fair,6.0,hybrid,182899.0,automatic,silver,False,2024-12-09,16
600,2004,sedan,fair,4.0,gas,255231.0,automatic,grey,False,2024-06-30,27
44500,2023,truck,like new,8.0,diesel,8708.0,automatic,black,False,2023-10-28,83
14600,2019,pickup,good,6.0,gas,62340.0,manual,white,False,2022-10-17,43
8900,2016,offroad,excellent,4.0,diesel,110232.0,manual,silver,True,2024-12-14,30
1000,2005,SUV,fair,6.0,gas,223419.0,automatic,grey,False,2023-01-11,54
15800,2020,van,excellent,6.0,gas,39923.0,automatic,white,False,2024-06-21,68
2700,2015,sedan,fair,4.0,gas,135326.0,automatic,white,False,2023-10-12,45
1700,2009,coupe,good,4.0,gas,214227.0,automatic,yellow,False,2022-04-06,69
13500,2022,sedan,good,4.0,gas,21745.0,manual,white,False,2024-12-02,66
3600,2016,sedan,fair,4.0,gas,69838.0,automatic,white,False,2024-10-23,80
48600,2023,pickup,new,6.0,diesel,404.0,manual,white,False,2022-03-18,3
7200,2015,truck,fair,6.0,gas,69345.0,manual,black,,2024-01-26,50
1600,2005,truck,good,4.0,gas,238199.0,automatic,blue,False,2024-03-19,2
35800,2024,SUV,new,6.0,gas,244.0,automatic,black,False,2023-01-11,42
10100,2019,coupe,excellent,6.0,gas,63732.0,automatic,black,False,2022-06-17,20
4400,2011,SUV,good,6.0,gas,108612.0,automatic,grey,,2024-08-19,46
10000,2018,sedan,excellent,6.0,gas,53870.0,automatic,white,True,2022-06-13,13
50000,2023,truck,like new,8.0,gas,5189.0,automatic,silver,False,2023-04-04,45
600,2004,sedan,fair,4.0,gas,326685.0,automatic,blue,False,2023-10-06,153
18200,2023,sedan,excellent,6.0,gas,13633.0,automatic,grey,False,2023-04-01,55
1000,2004,convertible,fair,4.0,gas,238268.0,automatic,red,False,2023-07-21,43
600,1988,truck,salvage,8.0,gas,373798.0,automatic,blue,False,2023-02-04,61
40700,2023,offroad,new,4.0,diesel,35.0,automatic,,False,2024-09-04,11
216337,2023,pickup,excellent,4.0,gas,13717.0,manual,black,False,2024-01-31,3
3400,2013,pickup,fair,,diesel,196011.0,automatic,white,False,2022-05-07,21
8200,2016,SUV,excellent,6.0,gas,115919.0,automatic,blue,False,2022-02-11,40
32000,2023,mini-van,new,6.0,gas,438.0,automatic,red,False,2023-02-16,24
7900,2020,sedan,fair,4.0,gas,47777.0,automatic,white,False,2023-04-09,14
34200,2024,SUV,excellent,8.0,gas,100.0,manual,green,True,2023-05-09,30
1900,2005,truck,good,8.0,gas,203750.0,automatic,silver,False,2023-08-08,26
6900,2016,truck,good,6.0,diesel,153350.0,manual,white,False,2022-05-27,59
2536,2019,SUV,good,6.0,gas,95386.0,automatic,black,False,2023-01-24,44
1200,2006,SUV,fair,8.0,gas,233143.0,automatic,black,True,2023-06-24,70
33900,2023,SUV,like new,6.0,gas,6907.0,automatic,black,False,2023-10-25,141
2200,2011,sedan,good,6.0,gas,113283.0,automatic,silver,False,2022-12-13,28
1300,2005,pickup,fair,8.0,diesel,217364.0,automatic,custom,False,2022-09-27,31
13400,2020,SUV,good,4.0,gas,44392.0,automatic,black,False,2022-08-24,7
29400,2023,sedan,new,,gas,101.0,automatic,brown,False,2023-01-02,7
1300,2007,truck,fair,6.0,diesel,227374.0,automatic,green,False,2022-03-26,89
2300,2015,hatchback,fair,4.0,gas,167924.0,automatic,silver,False,2023-11-15,19
10100,2020,van,good,6.0,gas,61762.0,automatic,silver,False,2024-06-30,48
14000,2017,truck,excellent,6.0,gas,58853.0,manual,blue,False,2023-07-01,6
25600,2024,sedan,new,6.0,gas,87.0,automatic,blue,False,2022-07-21,168
14500,2019,SUV,excellent,4.0,hybrid,84357.0,automatic,silver,False,2023-11-10,80
3930,2020,pickup,good,6.0,gas,61050.0,automatic,red,False,2023-06-30,29
30900,2023,sedan,new,4.0,gas,49.0,automatic,black,True,2023-09-03,25
14000,2019,SUV,excellent,8.0,gas,81047.0,automatic,blue,False,2023-12-08,7
1200,2007,SUV,fair,4.0,gas,262788.0,automatic,silver,False,2022-06-07,19
8100,2019,sedan,good,4.0,gas,72299.0,automatic,black,True,2024-09-02,4
22100,2022,SUV,excellent,4.0,gas,21541.0,manual,black,True,2023-12-06,70
3300,2012,SUV,good,4.0,gas,160640.0,automatic,grey,False,2022-05-09,2
7500,2016,SUV,good,4.0,gas,87186.0,automatic,blue,False,2024-05-07,6
1400,2008,SUV,fair,6.0,gas,274188.0,automatic,silver,False,2024-08-11,72
2200,2008,SUV,good,8.0,gas,226795.0,automatic,brown,False,2022-03-10,5
27500,2023,SUV,excellent,4.0,gas,14791.0,automatic,silver,False,2022-01-22,23
8000,2017,truck,fair,8.0,diesel,88133.0,automatic,white,True,2022-11-10,50
23100,2023,sedan,new,6.0,gas,363.0,automatic,silver,False,2024-07-21,69
5800,2015,SUV,fair,6.0,hybrid,89185.0,automatic,silver,False,2022-08-22,86
1200,2013,truck,salvage,4.0,gas,198279.0,automatic,white,False,2023-02-09,78
5700,2018,sedan,fair,4.0,gas,62424.0,automatic,yellow,True,2023-03-12,16
21600,2019,pickup,excellent,8.0,diesel,36758.0,automatic,silver,False,2022-12-04,3
5200,2017,sedan,good,6.0,gas,102912.0,automatic,silver,False,2023-10-14,59
13300,2018,pickup,good,8.0,gas,90007.0,automatic,silver,False,2022-04-09,25
5800,2015,truck,fair,8.0,gas,116199.0,automatic,black,False,2023-06-18,6
1000,2013,sedan,salvage,6.0,gas,104949.0,manual,black,False,2023-01-30,6
4300,2017,sedan,fair,4.0,gas,107750.0,automatic,blue,False,2024-01-23,21
1100,2006,pickup,fair,4.0,diesel,312915.0,automatic,white,True,2024-09-07,1
2900,2014,wagon,fair,8.0,gas,152273.0,manual,white,True,2023-09-24,23
1700,2008,sedan,good,6.0,hybrid,,automatic,white,False,2022-09-18,3
32500,2023,coupe,like new,4.0,gas,5694.0,automatic,white,True,2022-07-16,67
20100,2022,SUV,good,6.0,gas,28445.0,manual,black,False,2024-11-21,29
40000,2024,SUV,like new,6.0,gas,0.0,automatic,brown,False,2024-12-15,90
600,2011,sedan,salvage,4.0,gas,186938.0,automatic,white,False,2022-02-04,8
5400,2016,offroad,fair,4.0,gas,83335.0,automatic,white,False,2024-03-21,8
2300,2009,truck,fair,6.0,gas,126132.0,automatic,grey,False,2023-06-08,112
3100,2015,sedan,fair,4.0,gas,,automatic,black,False,2022-09-26,90
500,2007,sedan,salvage,4.0,gas,187978.0,automatic,black,False,2022-06-03,80
2600,2009,convertible,good,6.0,gas,201403.0,manual,black,False,2024-01-28,5
3800,2015,wagon,fair,6.0,gas,97307.0,automatic,brown,False,2024-10-12,73
21500,2021,truck,excellent,6.0,gas,43007.0,automatic,brown,False,2023-03-28,28
27547,2015,wagon,good,6.0,gas,124798.0,automatic,grey,False,2024-12-09,1
4000,2016,coupe,fair,4.0,gas,120503.0,automatic,black,False,2022-03-30,16
5400,2018,van,fair,4.0,gas,75665.0,automatic,grey,False,2024-05-23,3
3300,2013,SUV,fair,8.0,gas,126994.0,manual,white,False,2023-09-03,22
10200,2020,mini-van,good,4.0,gas,62858.0,automatic,blue,True,2023-12-03,80
600,2007,convertible,salvage,4.0,gas,187627.0,automatic,black,False,2023-05-30,14
1300,2007,SUV,fair,4.0,gas,226441.0,automatic,grey,False,2023-10-17,15
6100,2017,sedan,excellent,4.0,gas,127402.0,automatic,silver,False,2024-04-04,2
5300,2016,sedan,good,4.0,gas,107169.0,automatic,black,False,2023-11-08,18
10700,2016,pickup,good,8.0,gas,97863.0,automatic,grey,False,2024-11-14,30
7000,2014,SUV,good,,gas,99880.0,automatic,yellow,True,2023-10-19,90
600,2005,pickup,salvage,6.0,diesel,227842.0,automatic,silver,True,2024-08-14,65
17600,2021,sedan,like new,6.0,gas,,automatic,grey,False,2024-02-23,2
20800,2020,SUV,excellent,8.0,gas,57705.0,automatic,silver,True,2022-02-09,19
6000,2016,pickup,fair,6.0,diesel,121521.0,automatic,white,False,2023-09-03,88
1600,2009,sedan,good,4.0,gas,139783.0,automatic,brown,False,2023-12-22,14
6600,2014,pickup,good,6.0,diesel,171713.0,automatic,blue,True,2022-05-13,40
1100,2006,coupe,good,,gas,198622.0,automatic,brown,False,2022-08-01,48
800,2005,coupe,fair,4.0,gas,216012.0,automatic,white,False,2022-08-23,27
1500,2011,sedan,fair,6.0,gas,250197.0,automatic,silver,True,2023-04-20,53
13600,2020,offroad,good,5.0,gas,44252.0,automatic,brown,False,2022-12-16,12
13000,2020,truck,good,6.0,gas,77807.0,automatic,grey,False,2022-04-16,85
10000,2019,sedan,excellent,6.0,gas,63370.0,automatic,black,False,2022-08-11,5
11000,2018,truck,good,4.0,diesel,73003.0,automatic,white,False,2022-07-25,8
700,2009,convertible,salvage,4.0,gas,225099.0,automatic,grey,False,2023-05-03,24
35000,2024,SUV,like new,6.0,gas,0.0,automatic,silver,False,2024-08-23,61
700,2004,sedan,fair,4.0,electric,170989.0,manual,grey,False,2022-02-18,41
500,2006,SUV,salvage,6.0,gas,299206.0,automatic,silver,False,2023-11-23,17
13800,2017,truck,excellent,6.0,gas,77422.0,manual,grey,False,2023-09-15,32
34800,2022,pickup,like new,6.0,gas,12779.0,automatic,grey,False,2023-09-15,3
8900,2018,coupe,excellent,4.0,gas,65780.0,manual,silver,False,2023-10-02,49
22500,2022,convertible,good,4.0,gas,29788.0,automatic,grey,False,2024-02-19,44
10432,2012,SUV,fair,4.0,gas,112510.0,automatic,white,False,2023-02-28,31
2800,2008,pickup,good,6.0,diesel,190737.0,automatic,white,False,2024-12-08,73
500,1994,van,salvage,6.0,gas,291823.0,automatic,white,True,2024-10-07,57
1900,2007,SUV,good,4.0,gas,158751.0,automatic,red,True,2023-05-20,11
16400,2021,mini-van,excellent,6.0,gas,43151.0,automatic,brown,False,2024-07-09,39
3200,2014,sedan,good,4.0,gas,117130.0,automatic,silver,False,2022-07-24,38
10300,2020,sedan,good,4.0,hybrid,60301.0,automatic,black,False,2023-10-09,45
1800,2007,coupe,good,4.0,gas,145871.0,automatic,grey,True,2022-08-20,11
8453,2005,SUV,good,6.0,diesel,246779.0,automatic,grey,False,2023-11-23,15
24900,2023,sedan,new,6.0,gas,368.0,automatic,silver,False,2022-11-05,14
21400,2024,sedan,new,4.0,gas,53.0,manual,white,False,2023-12-31,77
1800,2009,SUV,fair,6.0,gas,231794.0,automatic,grey,False,2024-06-04,52
5800,2016,sedan,good,4.0,gas,58610.0,automatic,black,False,2023-11-06,67
23600,2022,SUV,excellent,8.0,gas,23542.0,manual,white,False,2022-08-15,31
10300,2018,mini-van,good,4.0,gas,61878.0,automatic,blue,False,2023-07-05,32
15300,2022,wagon,excellent,4.0,gas,32191.0,automatic,white,False,2022-10-29,4
1000,2007,sedan,good,6.0,gas,201043.0,automatic,white,False,2023-04-24,54
4800,2019,other,fair,4.0,gas,63049.0,automatic,grey,False,2023-04-25,19
3900,2015,pickup,fair,6.0,diesel,185222.0,automatic,black,False,2023-06-26,59
12600,2019,SUV,good,4.0,gas,66483.0,automatic,white,False,2023-09-24,20
5400,2013,SUV,good,6.0,gas,115828.0,manual,silver,True,2023-02-02,4
7900,2016,truck,good,6.0,gas,107595.0,automatic,red,False,2024-11-29,43
5100,2016,coupe,good,4.0,gas,93893.0,automatic,custom,False,2022-04-26,37
29700,2023,van,like new,6.0,gas,5700.0,automatic,black,False,2023-01-23,90
2800,2014,coupe,fair,4.0,hybrid,129264.0,automatic,red,False,2024-11-20,77
7000,2016,sedan,excellent,6.0,gas,58999.0,automatic,white,False,2022-05-17,66
7700,2016,sedan,excellent,4.0,gas,87853.0,automatic,black,True,2022-08-25,30
14845,2015,van,fair,6.0,gas,143685.0,automatic,blue,False,2024-06-21,10
29100,2022,truck,good,6.0,gas,20627.0,automatic,blue,False,2022-07-29,55
49200,2023,truck,new,6.0,gas,426.0,automatic,silver,False,2022-08-14,33
3544,2020,van,excellent,6.0,gas,50280.0,automatic,white,True,2024-05-28,56
4113,2020,SUV,good,8.0,gas,38569.0,manual,blue,False,2022-12-03,37
500,2006,convertible,salvage,6.0,gas,209810.0,automatic,grey,False,2023-06-20,88
5100,2016,truck,good,6.0,diesel,289790.0,manual,white,False,2024-05-27,39
6400,2016,sedan,excellent,6.0,gas,110704.0,automatic,silver,False,2024-06-03,40
4200,2011,pickup,good,6.0,gas,200528.0,automatic,brown,True,2022-12-04,83
26100,2021,SUV,like new,6.0,gas,21700.0,other,white,False,2024-11-30,45
27200,2023,sedan,new,4.0,gas,436.0,other,silver,False,2023-05-11,59
12400,2016,pickup,good,8.0,gas,76194.0,automatic,grey,True,2024-10-22,66
8600,2019,hatchback,excellent,4.0,gas,76648.0,manual,blue,False,2024-10-26,148
3300,2013,pickup,fair,6.0,gas,169409.0,automatic,,False,2023-10-08,22
2100,2012,sedan,good,4.0,gas,208076.0,manual,black,False,2024-02-17,75
1000,2013,van,salvage,6.0,hybrid,158253.0,manual,white,False,2022-01-13,7
12600,2023,pickup,excellent,4.0,gas,33772.0,automatic,blue,False,2022-05-31,127
1900,2012,hatchback,good,6.0,gas,272845.0,automatic,white,False,2024-08-21,20
3005,2023,sedan,excellent,6.0,gas,17293.0,automatic,grey,False,2024-06-04,87
24300,2021,pickup,excellent,4.0,diesel,48331.0,automatic,black,True,2022-02-21,165
3900,2014,van,fair,4.0,diesel,83185.0,automatic,orange,False,2022-04-01,4
37300,2023,convertible,new,8.0,gas,29.0,automatic,blue,False,2024-09-16,38
3300,2012,van,good,4.0,gas,162563.0,automatic,red,False,2024-07-19,81
12300,2021,other,like new,4.0,gas,27896.0,automatic,brown,False,2023-04-07,1
1400,2006,SUV,good,8.0,gas,324597.0,manual,black,True,2022-12-06,77
800,2007,hatchback,fair,6.0,gas,152001.0,automatic,black,False,2024-12-05,31
2581,2008,SUV,salvage,6.0,gas,202690.0,automatic,black,True,2022-07-13,16
12300,2018,truck,excellent,6.0,gas,66812.0,manual,grey,False,2024-10-01,26
800,2009,truck,salvage,4.0,gas,182740.0,automatic,red,True,2024-05-17,73
500,2007,truck,salvage,4.0,gas,226067.0,automatic,silver,False,2022-02-02,40
4400,2014,coupe,good,4.0,gas,110645.0,automatic,black,False,2022-03-25,57
9000,2019,wagon,good,3.0,gas,40380.0,automatic,green,False,2022-07-21,1
4300,2015,SUV,fair,6.0,gas,105698.0,automatic,white,False,2022-10-12,12
500,2005,coupe,salvage,4.0,gas,273151.0,automatic,grey,False,2024-08-26,8
5500,2016,coupe,good,6.0,gas,91238.0,automatic,black,False,2024-12-23,29
1900,2008,truck,fair,6.0,electric,199383.0,automatic,blue,False,2024-06-14,56
10500,2017,SUV,excellent,6.0,gas,133957.0,automatic,brown,True,2023-08-21,58
16800,2020,truck,good,6.0,diesel,60702.0,manual,white,True,2023-06-16,55
11600,2020,SUV,good,6.0,gas,86809.0,automatic,grey,False,2024-01-23,2
32400,2023,coupe,new,4.0,gas,1658.0,automatic,black,False,2022-02-26,16
500,2008,wagon,salvage,5.0,gas,153282.0,automatic,white,False,2024-02-08,54
23600,2022,van,like new,6.0,gas,19427.0,automatic,white,False,2022-05-02,46
36200,2023,truck,excellent,6.0,diesel,14038.0,other,white,False,2022-10-11,31
2200,2012,SUV,good,8.0,gas,493598.0,automatic,black,False,2024-06-04,65
8800,2020,sedan,good,6.0,gas,59537.0,automatic,grey,False,2022-12-04,1
3500,2016,sedan,fair,4.0,gas,91694.0,automatic,blue,False,2024-11-12,3
500,2007,wagon,salvage,5.0,gas,139717.0,automatic,silver,,2024-12-22,39
700,2012,coupe,salvage,4.0,gas,199427.0,automatic,grey,False,2023-03-23,85
461,2009,truck,good,6.0,diesel,254549.0,automatic,white,True,2022-01-10,5
3800,2015,mini-van,fair,6.0,gas,111965.0,automatic,grey,False,2024-01-20,68
3200,2012,mini-van,good,4.0,gas,175424.0,automatic,grey,True,2022-09-20,68
1600,2012,sedan,fair,4.0,gas,186376.0,automatic,blue,False,2022-08-18,35
2800,2010,SUV,good,6.0,gas,145828.0,automatic,white,False,2023-04-18,40
3700,2014,convertible,fair,4.0,gas,125476.0,automatic,black,False,2024-10-21,33
2300,2015,sedan,fair,4.0,gas,142326.0,manual,red,False,2023-12-06,50
500,2004,SUV,salvage,8.0,gas,316024.0,manual,yellow,,2022-09-02,87
15300,2022,sedan,good,6.0,gas,21582.0,automatic,white,False,2022-01-04,108
1700,2013,convertible,salvage,4.0,gas,97402.0,automatic,blue,False,2024-11-30,91
3500,2014,van,good,6.0,gas,180736.0,automatic,white,False,2024-01-25,27
6800,2020,wagon,fair,4.0,hybrid,61327.0,automatic,white,False,2023-07-06,29
1900,2010,sedan,good,4.0,gas,189692.0,automatic,white,False,2023-08-09,74
13000,2018,SUV,good,8.0,hybrid,54386.0,automatic,black,False,2022-01-19,27
900,2008,sedan,fair,6.0,gas,263999.0,automatic,silver,False,2023-03-14,22
1200,2004,truck,fair,6.0,gas,297644.0,automatic,grey,False,2024-06-10,55
22000,2024,sedan,excellent,4.0,gas,100.0,manual,white,False,2024-07-26,57
52000,2023,truck,new,6.0,gas,198.0,automatic,black,False,2024-01-09,65
1900,2011,wagon,fair,5.0,hybrid,161626.0,automatic,blue,False,2022-01-12,87
8400,2016,SUV,good,4.0,gas,125378.0,automatic,black,True,2024-03-25,80
1500,2010,sedan,good,6.0,gas,235388.0,manual,blue,True,2022-03-30,44
3700,2014,SUV,fair,6.0,gas,115909.0,manual,grey,False,2023-04-27,53
39800,2023,SUV,new,6.0,gas,477.0,automatic,white,True,2024-09-09,153
800,2005,hatchback,good,4.0,gas,301056.0,manual,silver,False,2024-09-26,7
89910,2023,mini-van,excellent,4.0,gas,14504.0,automatic,white,False,2024-12-20,89
1200,2008,SUV,good,6.0,gas,562131.0,manual,silver,True,2023-02-26,34
10100,2017,pickup,good,4.0,diesel,83622.0,automatic,silver,True,2022-05-23,163
1200,2011,other,fair,4.0,gas,235359.0,automatic,black,False,2023-06-08,83
44400,2023,SUV,new,6.0,gas,85.0,automatic,black,False,2024-05-05,31
13500,2019,pickup,excellent,6.0,gas,68659.0,other,blue,False,2024-05-25,5
17300,2020,SUV,excellent,6.0,gas,43346.0,automatic,grey,False,2022-02-17,16
3400,2011,SUV,good,8.0,gas,183592.0,automatic,black,False,2022-10-18,6
500,1998,sedan,salvage,6.0,gas,385261.0,automatic,silver,False,2024-01-13,9
43700,2023,pickup,new,8.0,gas,304.0,automatic,grey,True,2023-12-30,67
1000,2005,sedan,good,4.0,gas,252480.0,automatic,red,False,2022-08-22,48
500,2000,SUV,salvage,8.0,gas,371303.0,automatic,silver,False,2024-12-06,7
10200,2016,truck,excellent,8.0,gas,97704.0,automatic,silver,False,2023-08-20,128
14200,2020,SUV,fair,8.0,gas,42855.0,automatic,white,True,2024-03-16,73
22800,2022,truck,good,4.0,gas,24674.0,other,white,False,2024-02-21,40
11200,2020,SUV,fair,6.0,diesel,57960.0,automatic,white,False,2022-05-25,32
10500,2021,sedan,good,4.0,gas,46364.0,automatic,silver,False,2024-03-18,19
3300,2016,sedan,fair,4.0,gas,85895.0,automatic,white,False,2024-03-19,35
1900,2010,offroad,good,4.0,hybrid,381927.0,automatic,brown,True,2024-06-13,62
29900,2023,SUV,excellent,6.0,gas,11487.0,automatic,white,False,2024-12-04,21
16500,2020,pickup,good,6.0,diesel,43277.0,manual,silver,False,2024-02-28,18
6700,2015,truck,fair,8.0,diesel,125844.0,manual,red,True,2023-05-26,1
17300,2021,coupe,like new,6.0,gas,15144.0,automatic,blue,False,2023-09-11,40
4800,2012,truck,good,8.0,gas,192607.0,manual,black,False,2022-07-02,19
1600,2007,truck,fair,8.0,gas,142375.0,automatic,black,False,2023-02-11,35
1200,2005,convertible,fair,4.0,electric,333052.0,automatic,black,False,2022-10-23,117
3700,2015,sedan,fair,4.0,gas,72974.0,automatic,black,False,2022-09-16,74
17100,2020,pickup,good,6.0,gas,39059.0,automatic,black,False,2022-01-27,58
9735,2008,coupe,good,6.0,gas,224442.0,manual,black,False,2023-02-10,6
4300,2011,truck,good,6.0,gas,170019.0,automatic,white,True,2024-02-24,57
12400,2018,truck,good,8.0,diesel,92371.0,automatic,red,False,2024-02-26,70
46900,2023,pickup,like new,6.0,electric,9073.0,automatic,custom,False,2022-12-18,20
3900,2016,wagon,fair,6.0,gas,135101.0,automatic,white,False,2023-06-05,6
46700,2024,pickup,new,6.0,gas,209.0,automatic,white,False,2023-04-30,50
2600,2007,truck,good,6.0,gas,151819.0,automatic,black,False,2024-11-07,32
2100,2015,mini-van,fair,4.0,gas,324388.0,automatic,black,False,2023-06-21,84
700,2006,sedan,fair,6.0,gas,272542.0,automatic,black,False,2023-10-14,10
10700,2018,convertible,good,6.0,gas,95116.0,automatic,white,False,2024-03-25,36
5600,2016,sedan,good,6.0,gas,110016.0,automatic,white,False,2024-02-21,120
2400,2010,SUV,fair,8.0,hybrid,151536.0,manual,black,True,2022-06-21,93
800,2010,truck,salvage,4.0,gas,231060.0,automatic,black,False,2024-04-21,54
4500,2014,truck,fair,8.0,diesel,145987.0,manual,grey,True,2023-04-08,26
2000,2015,SUV,salvage,6.0,gas,83615.0,manual,grey,True,2023-09-19,47
52100,2024,truck,new,8.0,gas,113.0,automatic,blue,False,2023-09-20,44
900,2013,coupe,salvage,6.0,diesel,147580.0,automatic,blue,False,2023-06-16,18
23100,2024,coupe,excellent,6.0,gas,100.0,manual,yellow,False,2022-06-11,52
9900,2016,truck,good,6.0,diesel,58333.0,automatic,blue,False,2024-09-11,15
1100,1998,truck,fair,8.0,gas,337477.0,automatic,black,False,2022-07-31,165
2500,2011,pickup,fair,6.0,gas,193067.0,automatic,silver,False,2022-03-04,67
5700,2017,hatchback,good,4.0,gas,68502.0,automatic,black,False,2023-03-06,53
5300,2012,truck,good,4.0,diesel,134634.0,automatic,blue,False,2022-10-29,45
1400,1989,pickup,good,4.0,gas,395566.0,automatic,blue,False,2024-11-21,81
2600,2013,SUV,fair,4.0,gas,180250.0,manual,white,False,2024-02-05,80
20000,2022,sedan,like new,6.0,gas,13983.0,automatic,white,False,2023-06-13,55
1200,2004,pickup,fair,4.0,gas,262291.0,automatic,silver,False,2023-06-13,20
500,2008,sedan,salvage,4.0,gas,236137.0,automatic,black,False,2023-06-23,2
11200,2021,sedan,good,4.0,gas,34608.0,automatic,red,False,2024-09-30,20
179437,2023,pickup,like new,8.0,diesel,6995.0,automatic,silver,True,2023-06-06,67
11400,2022,sedan,good,4.0,gas,29679.0,automatic,red,False,2022-05-22,62
3100,2011,SUV,fair,8.0,gas,141808.0,automatic,black,False,2024-04-12,4
6300,2018,sedan,good,4.0,gas,81918.0,automatic,white,False,2024-05-27,77
2500,2012,coupe,good,4.0,gas,216066.0,automatic,white,False,2022-07-24,8
3200,2015,sedan,fair,4.0,gas,148868.0,automatic,black,True,2023-11-24,89
1400,2006,SUV,fair,8.0,gas,182982.0,automatic,blue,False,2022-01-12,16
500,2005,SUV,fair,6.0,gas,734987.0,automatic,white,True,2024-03-15,66
32100,2022,truck,like new,6.0,gas,18145.0,automatic,grey,False,2024-02-01,37
1800,2009,SUV,fair,6.0,gas,259721.0,automatic,red,False,2022-08-13,36
1400,2007,SUV,fair,6.0,gas,287524.0,automatic,white,True,2023-08-29,45
2700,2012,SUV,fair,4.0,gas,165317.0,automatic,black,False,2022-12-17,8
8900,2019,coupe,excellent,4.0,gas,93058.0,automatic,silver,False,2022-08-30,7
1400,2008,SUV,fair,4.0,gas,239677.0,automatic,white,,2024-05-24,7
1000,2004,SUV,fair,8.0,gas,229162.0,automatic,red,False,2023-01-10,115
6300,2016,coupe,excellent,4.0,gas,,manual,blue,True,2022-12-01,55
2000,2011,wagon,fair,4.0,gas,103883.0,automatic,grey,False,2022-12-30,5
1200,2006,convertible,fair,6.0,diesel,224800.0,automatic,silver,False,2024-04-18,68
13000,2017,truck,excellent,6.0,diesel,106622.0,automatic,white,False,2022-03-10,52
29800,2021,pickup,like new,6.0,gas,20704.0,automatic,grey,False,2024-05-27,4
18800,2018,truck,excellent,8.0,gas,71049.0,automatic,green,False,2022-09-28,177
4900,2016,truck,fair,4.0,diesel,118952.0,manual,white,False,2022-10-23,5
1757,2022,hatchback,excellent,4.0,gas,24927.0,automatic,brown,False,2024-03-17,84
1500,2007,truck,fair,6.0,diesel,218509.0,manual,blue,True,2023-06-30,27
8600,2020,sedan,good,4.0,gas,46935.0,automatic,white,False,2023-09-09,23
9300,2017,truck,good,4.0,diesel,125154.0,manual,white,True,2024-05-06,60
7300,2016,sedan,excellent,4.0,gas,78518.0,automatic,white,False,2023-06-04,52
2400,2011,SUV,fair,8.0,gas,153594.0,automatic,white,False,2024-10-11,35
7900,2022,sedan,like new,6.0,gas,72278.0,automatic,grey,False,2023-12-15,37
2100,2008,truck,good,4.0,gas,172178.0,automatic,silver,False,2024-09-16,4
1400,2009,coupe,fair,4.0,gas,166701.0,automatic,black,False,2024-07-05,82
4700,2013,offroad,good,4.0,gas,198972.0,automatic,white,True,2024-05-03,39
6500,2014,truck,good,4.0,gas,130842.0,automatic,white,False,2024-01-30,71
1900,2009,truck,fair,6.0,gas,278986.0,automatic,silver,True,2023-10-21,134
29300,2022,convertible,like new,6.0,gas,14033.0,automatic,green,False,2022-12-31,83
1200,2013,convertible,salvage,6.0,gas,202468.0,automatic,black,False,2022-08-02,75
4100,2013,truck,fair,8.0,gas,164756.0,automatic,silver,False,2023-06-23,83
22200,2022,SUV,excellent,6.0,gas,36414.0,automatic,grey,False,2024-12-11,54
600,2008,offroad,salvage,4.0,gas,169963.0,automatic,white,True,2023-05-03,44
56900,2023,pickup,new,8.0,diesel,79.0,automatic,grey,False,2022-12-13,36
35300,2024,SUV,like new,6.0,gas,0.0,automatic,grey,False,2023-08-19,47
5000,2018,SUV,good,6.0,gas,202039.0,manual,white,False,2022-04-05,21
8200,2018,van,good,6.0,gas,88996.0,automatic,grey,False,2022-04-30,81
2600,2011,truck,fair,6.0,gas,194026.0,automatic,black,False,2022-02-09,49
20900,2021,pickup,excellent,6.0,gas,46594.0,automatic,black,True,2023-03-14,28
23300,2021,truck,excellent,6.0,gas,31486.0,automatic,silver,False,2023-05-27,31
8900,2018,mini-van,excellent,6.0,gas,76751.0,manual,green,False,2023-11-02,12
1000,2005,SUV,fair,4.0,gas,295565.0,manual,grey,True,2022-01-28,26
42900,2024,pickup,like new,6.0,gas,0.0,automatic,silver,False,2022-04-12,26
